genome_id	metagenome_id	division	phylum	class	order	family	specie	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem_category	ecosystem_type	habitat	longitude	latitude	PULsFrequency	CAZysFrequency
3300011954_2	3300011954	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	4016113	55	131380	1	5	1	63	100	0	100	HQ	OTU-7450	Built environment	City	city subway metal	-73.9	40.68	44	38
3300011956_3	3300011956	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3221367	62	91642	2	3	1	65	100	0	100	HQ	OTU-11403	Built environment	City	city subway metal	-73.98	40.75	52	50
3300011958_3	3300011958	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3110722	43	156322	0	3	1	48	100	0	100	MQ	OTU-11403	Built environment	City	city subway metal	-73.92	40.81	36	51
3300011967_6	3300011967	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium nucleatum	2231602	43	72379	1	1	1	36	100	0	100	MQ	OTU-1838	Human	Digestive system	Human oral	-118.444	34.0722	39	29
3300011976_12	3300011976	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae		2457627	131	27702	1	1	0	41	99.06	0	99.06	MQ	OTU-12103	Human	Digestive system	Human oral	-118.444	34.0722	96	18
3300011976_16	3300011976	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella parvula	2099077	17	245430	2	2	2	39	100	0	100	HQ	OTU-2260	Human	Digestive system	Human oral	-118.444	34.0722	15	25
3300011985_10	3300011985	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae		2580235	92	38418	3	3	1	51	99.09	0.03	98.94	HQ	OTU-1943	Human	Digestive system	Human oral	-118.444	34.0722	83	34
3300011985_8	3300011985	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae		2718868	67	82584	1	2	1	42	99.19	0	99.19	HQ	OTU-8991	Human	Digestive system	Human oral	-118.444	34.0722	57	23
3300012067_9	3300012067	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae		752725	9	114790	2	2	0	31	100	0	100	MQ	OTU-2024	Fungi	Mycelium	Attine ant fungus gardens	-81.7699	33.0839	7	0
3300012131_2	3300012131	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Rhodococcus erythropolis_D	5623996	30	330930	0	5	0	52	99.18	0.05	98.93	MQ	OTU-529	Fungi	Mycelium	Attine ant fungus gardens	-79.001	34.3889	29	83
3300012151_17	3300012151	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae		758990	10	97655	0	2	0	31	100	0	100	MQ	OTU-2024	Fungi	Mycelium	fungus gardens	-74.5215	39.8727	8	0
3300012165_16	3300012165	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae		760750	9	90626	0	2	0	31	100	0	100	MQ	OTU-2024	Fungi	Mycelium	Attine ant fungus gardens	-74.5207	39.8721	8	0
3300012214_1	3300012214	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2529939	20	229383	1	0	1	46	100	0	100	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	18	50
3300012229_2	3300012229	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecalis	2701072	19	266811	1	1	1	46	99.53	0	99.53	HQ	OTU-11606	Built environment	City	city subway wood	-73.86	40.69	17	70
3300012241_4	3300012241	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter radioresistens	3075353	23	319913	1	1	1	54	100	0.05	99.75	HQ	OTU-4244	Built environment	City	city subway metal	-73.95	40.66	18	30
3300012241_5	3300012241	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecalis	2711776	9	326479	0	1	1	32	99.63	0	99.63	MQ	OTU-11606	Built environment	City	city subway metal	-73.95	40.66	7	70
3300012246_2	3300012246	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes phenolicus	4480509	11	1000042	1	2	2	53	99.05	0	99.05	HQ	OTU-17142	Built environment	City	city subway metal/plastic	-73.94	40.63	11	41
3300012259_1	3300012259	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter freundii	4898704	66	112894	1	5	2	72	99.8	0.04	99.6	HQ	OTU-3349	Built environment	City	city subway metalplastic	-74	40.72	64	81
3300012270_7	3300012270	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae		3013039	111	61429	0	1	0	30	99.73	0	99.73	MQ	OTU-16376	Aquatic	Non-marine Saline and Alkaline	Saline lake	78.1913	-68.5558	92	56
3300012276_1	3300012276	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes faecalis_A	4044242	12	557822	0	0	0	48	99.05	0	99.05	MQ	OTU-1074	Built environment	City	city subway metal/plastic	-73.91	40.67	12	37
3300012283_6	3300012283	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3108217	60	76582	0	4	1	53	100	0	100	MQ	OTU-11403	Built environment	City	city subway wood	-73.95	40.78	55	55
3300012295_1	3300012295	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes_A	2460424	18	273452	1	2	1	45	100	0	100	HQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	16	50
3300012344_4	3300012344	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_002476495.1	2156732	20	131039	1	1	1	43	99.33	0	99.33	HQ	OTU-8519	Animal	Digestive system	Baboon gut	37.1	2.717	16	37
3300012428_1	3300012428	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2456721	58	83652	0	0	0	44	99.34	0	99.34	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	51	52
3300012434_1	3300012434	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2523923	18	222992	1	1	1	45	100	0	100	HQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	17	45
3300012458_1	3300012458	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2461490	35	105517	0	0	0	45	100	0	100	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	32	50
3300012466_1	3300012466	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas maltophilia_F	4694999	68	101864	0	3	0	65	100	0.05	99.75	MQ	OTU-16640	Human	Skin	Human skin	NULL	NULL	61	76
3300012538_1	3300012538	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2509959	42	109172	1	1	1	45	100	0	100	HQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	40	50
3300012543_1	3300012543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae	5054123	28	288349	1	5	0	76	99.11	0.04	98.91	MQ	OTU-9606	Built environment	City	city subway metal	-73.99	40.72	22	98
3300012545_2	3300012545	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium aurimucosum_A	2336462	41	87466	2	2	0	49	99.62	0	99.62	MQ	OTU-10467	Human	Skin	Human skin	NULL	NULL	40	39
3300012549_1	3300012549	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2458654	100	40555	1	1	1	44	99.34	0	99.34	HQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	86	47
3300012567_1	3300012567	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2475120	25	171468	1	1	1	45	99.36	0.03	99.21	HQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	21	47
3300012586_1	3300012586	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium aurimucosum_A	2344323	30	111682	0	2	0	49	99.62	0	99.62	MQ	OTU-10467	Human	Skin	Human skin	NULL	NULL	29	39
3300012588_3	3300012588	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		2954579	15	345002	1	0	0	43	100	0	100	MQ	OTU-3974	Built environment	City	city subway metal	-73.9	40.81	14	33
3300012589_1	3300012589	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2514050	10	338347	0	0	0	44	100	0	100	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	9	45
3300012659_1	3300012659	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium jeikeium_B	2398126	42	83800	0	1	0	53	100	0	100	MQ	OTU-17490	Human	Skin	Human skin	NULL	NULL	40	36
3300012661_2	3300012661	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium jeikeium_B	2443212	42	94932	0	2	0	52	100	0	100	MQ	OTU-17490	Human	Skin	Human skin	NULL	NULL	41	36
3300012790_1	3300012790	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		3275916	59	85587	0	0	0	47	99.31	0.04	99.11	MQ	OTU-1479	Terrestrial	Soil	soil	-89.4011	43.073	55	70
3300012791_1	3300012791	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		3285305	12	395314	0	0	0	47	99.31	0.04	99.11	MQ	OTU-1479	Terrestrial	Soil	soil	-89.4011	43.073	9	72
3300012798_7	3300012798	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3824263	24	311498	0	2	0	45	100	0	100	MQ	OTU-16327	Insecta	Digestive system	insecta	-89.4011	43.073	21	122
3300012802_3	3300012802	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium johnsoniae	5695816	36	276222	0	6	0	51	99.29	0.05	99.04	MQ	OTU-17739	Birds	Digestive system	feces	-89.4011	43.073	15	218
3300012806_5	3300012806	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		4607409	26	254467	0	2	0	48	99.71	0	99.71	MQ	OTU-16285	Insecta	Digestive system	insecta	-89.4011	43.073	23	153
3300012808_9	3300012808	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae		3512177	66	93347	0	0	0	42	99.21	0	99.21	MQ	OTU-13741	Terrestrial	Soil	soil	-89.4011	43.073	57	57
3300012810_2	3300012810	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium johnsoniae	5692881	36	296281	0	6	0	51	99.29	0.05	99.04	MQ	OTU-17739	Birds	Digestive system	feces	-89.4011	43.073	14	219
3300012810_6	3300012810	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	GCF_002734245.1	3768025	57	111222	0	1	0	44	99.37	0	99.37	MQ	OTU-17742	Birds	Digestive system	feces	-89.4011	43.073	46	92
3300012811_5	3300012811	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		3914219	123	48364	1	4	0	59	99.52	0	99.52	MQ	OTU-6554	Terrestrial	Soil	soil	-89.4011	43.073	100	121
3300012811_6	3300012811	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3823385	25	259391	0	2	0	45	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	22	122
3300012816_1	3300012816	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		5640461	29	371502	0	6	0	61	99.2	0.05	98.95	MQ	OTU-4145	Terrestrial	Soil	soil	-89.4011	43.073	13	204
3300012816_3	3300012816	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		5356399	73	115271	1	0	0	49	100	0	100	MQ	OTU-380	Terrestrial	Soil	soil	-89.4011	43.073	69	132
3300012816_5	3300012816	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		4886329	83	96433	0	1	1	44	100	0	100	MQ	OTU-382	Terrestrial	Soil	soil	-89.4011	43.073	71	154
3300012816_9	3300012816	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3823600	18	433895	0	2	0	45	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	15	122
3300012819_3	3300012819	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		4844179	25	501790	0	0	0	36	99.41	0.03	99.26	MQ	OTU-13838	Insecta	Digestive system	insecta	-89.4011	43.073	24	40
3300012819_9	3300012819	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas naejangsanensis	3017032	13	312885	0	0	0	44	99.68	0	99.68	MQ	OTU-12012	Insecta	Digestive system	insecta	-89.4011	43.073	12	25
3300012820_3	3300012820	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		4819296	69	100058	0	0	0	36	99.88	0.03	99.73	MQ	OTU-13838	Insecta	Digestive system	insecta	-89.4011	43.073	68	40
3300012821_9	3300012821	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3823670	20	386422	0	2	0	45	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	17	122
3300012822_4	3300012822	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae		3195214	27	203752	1	3	1	55	100	0	100	HQ	OTU-12559	Terrestrial	Soil	soil	-89.4011	43.073	18	62
3300012822_5	3300012822	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas sp8	2860112	9	541976	0	2	0	45	100	0	100	MQ	OTU-13062	Terrestrial	Soil	soil	-89.4011	43.073	8	27
3300012823_4	3300012823	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae		3495381	43	134638	0	0	0	43	99.32	0.03	99.17	MQ	OTU-1480	Birds	Digestive system	feces	-89.4011	43.073	42	53
3300012823_5	3300012823	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		3285223	11	847522	0	0	0	47	99.31	0.04	99.11	MQ	OTU-1479	Birds	Digestive system	feces	-89.4011	43.073	8	72
3300012826_6	3300012826	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		4757868	69	127643	0	1	1	37	99.01	0	99.01	MQ	OTU-8113	Terrestrial	Soil	soil	-89.4011	43.073	58	126
3300012827_4	3300012827	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		5152561	16	437425	1	3	0	51	99.65	0.05	99.4	MQ	OTU-2825	Terrestrial	Soil	soil	-89.4011	43.073	4	191
3300012829_13	3300012829	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		3107549	34	156052	0	3	0	36	100	0	100	MQ	OTU-4652	Insecta	Digestive system	insecta	-89.4011	43.073	29	43
3300012829_6	3300012829	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		5116810	22	296626	0	0	0	35	99.88	0.03	99.73	MQ	OTU-13838	Insecta	Digestive system	insecta	-89.4011	43.073	21	41
3300012830_6	3300012830	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		3938371	33	253504	0	4	0	45	99.52	0	99.52	MQ	OTU-7485	Terrestrial	Soil	soil	-89.4011	43.073	22	146
3300012835_7	3300012835	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		3730353	28	250111	1	1	1	42	99.39	0.05	99.14	HQ	OTU-5407	Insecta	Digestive system	insecta	-89.4011	43.073	23	66
3300012837_13	3300012837	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas naejangsanensis	3017355	13	312885	0	0	0	44	99.68	0	99.68	MQ	OTU-12012	Insecta	Digestive system	insecta	-89.4011	43.073	12	25
3300012837_3	3300012837	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		5117533	19	453457	0	0	0	35	99.88	0.03	99.73	MQ	OTU-13838	Insecta	Digestive system	insecta	-89.4011	43.073	18	41
3300012839_10	3300012839	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3824170	26	303331	0	2	0	45	100	0	100	MQ	OTU-16327	Insecta	Digestive system	insecta	-89.4011	43.073	23	122
3300012842_10	3300012842	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3823828	21	312379	0	2	0	45	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	18	122
3300012842_2	3300012842	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		5354180	79	113139	1	0	0	49	100	0	100	MQ	OTU-380	Terrestrial	Soil	soil	-89.4011	43.073	74	131
3300012842_6	3300012842	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		4778598	72	100611	0	0	0	43	100	0	100	MQ	OTU-382	Terrestrial	Soil	soil	-89.4011	43.073	62	153
3300012843_4	3300012843	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		5148116	15	437425	1	3	0	51	99.65	0.05	99.4	MQ	OTU-2825	Terrestrial	Soil	soil	-89.4011	43.073	4	191
3300012844_5	3300012844	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		4896814	34	253687	0	5	0	50	99.65	0	99.65	MQ	OTU-7294	Terrestrial	Soil	soil	-89.4011	43.073	17	199
3300012845_8	3300012845	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3824137	19	365803	0	2	0	45	100	0	100	MQ	OTU-16327	Insecta	Digestive system	insecta	-89.4011	43.073	16	122
3300012846_11	3300012846	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		3168709	40	143692	0	3	0	36	100	0	100	MQ	OTU-4652	Insecta	Digestive system	insecta	-89.4011	43.073	33	43
3300012848_5	3300012848	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		5071024	26	324701	1	0	0	35	99.88	0.03	99.73	MQ	OTU-13838	Insecta	Digestive system	insecta	-89.4011	43.073	25	37
3300012849_8	3300012849	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3824655	24	259391	0	2	0	45	100	0	100	MQ	OTU-16327	Insecta	Digestive system	insecta	-89.4011	43.073	19	122
3300012858_7	3300012858	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		3610924	26	187368	0	2	0	44	99.54	0.04	99.34	MQ	OTU-17777	Insecta	Digestive system	insecta	-89.4011	43.073	23	58
3300012859_12	3300012859	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae		2918415	17	422847	1	1	1	45	99.49	0	99.49	HQ	OTU-17518	Terrestrial	Soil	soil	-89.4011	43.073	14	69
3300012859_8	3300012859	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3764888	16	318675	0	2	0	47	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	13	122
3300012862_7	3300012862	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	GCF_001040865.1	3822893	27	247718	0	2	0	45	100	0	100	MQ	OTU-16327	Terrestrial	Soil	soil	-89.4011	43.073	24	123
3300012879_6	3300012879	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		4867594	38	196790	0	0	0	44	100	0	100	MQ	OTU-16856	Terrestrial	Soil	soil	-89.4011	43.073	25	273
3300012880_4	3300012880	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		4903010	31	306102	0	6	0	55	99.29	0.01	99.24	MQ	OTU-16417	Terrestrial	Soil	soil	-89.4011	43.073	16	181
3300012886_26	3300012886	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae		2249065	34	115898	1	0	0	44	100	0	100	MQ	OTU-15845	Bioreactor	Anaerobic	Bioreactor	-122.29	37.82	34	28
3300012889_21	3300012889	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		2646561	47	113990	0	2	0	35	99.33	0	99.33	MQ	OTU-2225	Bioreactor	Anaerobic	Bioreactor	-122.29	37.82	35	29
3300012921_25	3300012921	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Ferrovibrionaceae		3911287	38	158875	1	1	1	44	99.5	0	99.5	HQ	OTU-15397	Terrestrial	Soil	Contaminated culture	-109.55	38.5733	37	33
3300012940_62	3300012940	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		2962323	31	276001	0	2	0	38	100	0.03	99.85	MQ	OTU-3064	Terrestrial	Soil	compost	-122.29	37.83	27	81
3300012999_18	3300012999	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		3305369	17	436535	0	0	0	45	99.25	0	99.25	MQ	OTU-14080	Fungi	Mycelium	fungus garden	-47.857	-21.164	16	61
3300013014_21	3300013014	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		3325526	178	28569	0	0	0	38	99.48	0	99.48	MQ	OTU-2403	Aquatic	Freshwater	freshwater	-89.701	46.008	156	83
3300013014_28	3300013014	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		2716649	14	223671	1	3	0	36	99.62	0	99.62	MQ	OTU-2406	Aquatic	Freshwater	freshwater	-89.701	46.008	12	35
3300013094_16	3300013094	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		3072739	64	137718	0	2	0	37	99.51	0	99.51	MQ	OTU-2278	Aquatic	Freshwater	freshwater	-89.686	46.041	46	109
3300013138_52	3300013138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		2982650	148	28460	0	0	0	37	99.02	0	99.02	MQ	OTU-10000	Aquatic	Freshwater	freshwater	29.05	-1.64	130	40
3300013190_3	3300013190	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium pseudogenitalium	2331552	33	140573	0	2	0	50	99.16	0	99.16	MQ	OTU-1469	Human	Skin	Human skin	NULL	NULL	31	42
3300013238_1	3300013238	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria_A xyli	2428407	43	99286	0	3	0	47	99.12	0	99.12	MQ	OTU-12008	Human	Skin	Human skin	NULL	NULL	41	30
3300013290_4	3300013290	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	GCA_002382645.1	3088242	65	73235	0	2	0	46	100	0	100	MQ	OTU-15580	Terrestrial	Deep subsurface	anoxic aquifer	-104.716	40.3921	63	36
3300013352_3	3300013352	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas maltophilia_F	4510757	24	270395	0	1	0	64	99.31	0	99.31	MQ	OTU-16640	Built environment	City	city subway metal/plastic	-73.91	40.81	22	76
3300013406_1	3300013406	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2531292	30	152905	0	0	0	46	100	0	100	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	28	50
3300013414_12	3300013414	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae		2847403	62	89637	2	2	2	44	99.92	0	99.92	HQ	OTU-9925	Animal	Digestive system	Rat Cecum	-83.5552	41.6639	50	62
3300013469_1	3300013469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter ursingii	3328652	17	273890	1	3	1	63	99.91	0.04	99.71	HQ	OTU-13061	Built environment	City	city subway metal	-73.99	40.74	14	32
3300013469_2	3300013469	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas sp8	3146672	16	301433	1	2	1	47	100	0	100	HQ	OTU-13062	Built environment	City	city subway metal	-73.99	40.74	15	28
3300013484_2	3300013484	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas sp8	3305336	23	283287	1	2	1	47	100	0	100	HQ	OTU-13062	Built environment	City	city subway metal	-73.99	40.74	21	27
3300013494_3	3300013494	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas sp8	3107755	23	262290	1	1	1	48	100	0	100	HQ	OTU-13062	Built environment	City	city subway metal	-73.9	40.66	21	27
3300013497_2	3300013497	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus_B laterosporus_B	5244377	53	176184	1	1	4	51	99.46	0	99.46	HQ	OTU-5934	Built environment	City	city subway metal	-73.85	40.83	50	56
3300013497_6	3300013497	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	UBA11311	2342322	11	292332	1	2	2	51	99.34	0	99.34	HQ	OTU-5930	Built environment	City	city subway metal	-73.85	40.83	10	36
3300013497_7	3300013497	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus garvieae	2103262	24	139489	1	4	1	47	100	0	100	HQ	OTU-5929	Built environment	City	city subway metal	-73.85	40.83	22	55
3300013563_1	3300013563	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus epidermidis	2499277	23	208355	2	6	0	52	99.67	0	99.67	MQ	OTU-10295	Human	Skin	Human skin	NULL	NULL	19	27
3300013570_1	3300013570	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus epidermidis	2389549	34	119310	3	6	0	58	99.25	0	99.25	MQ	OTU-10295	Human	Skin	Human skin	NULL	NULL	33	28
3300013599_1	3300013599	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	GCF_000755535.1	4383038	8	1080214	3	7	1	76	99.37	0.04	99.17	HQ	OTU-16019	Built environment	City	city subway metal	-73.95	40.7	3	88
3300013621_1	3300013621	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas maltophilia	4634921	39	196315	1	4	1	68	100	0	100	HQ	OTU-10681	Built environment	City	city subway metal	-73.99	40.74	36	70
3300013630_2	3300013630	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas diminuta	3332627	5	676544	1	1	1	48	100	0	100	HQ	OTU-17858	Built environment	City	city subway metal/plastic	-73.83	40.68	4	37
